id source target overlap t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12
911043580030 1311868186.300400803.pcd 1311868171.199444246.pcd 0.1543725965909847 0.11189940435948736 -0.6714513595943719 -0.7325514282307158 18.699062461130588 0.3090811988825626 0.7241333146385389 -0.6165223070805473 7.597782600439481 0.9444296351773963 -0.15742939474403292 0.2885630777996689 7.364183278754414
911043580061 1311868182.700341298.pcd 1311868228.312417348.pcd 0.12919487499893015 0.5988612423366366 -0.6424464192580496 -0.47815040605392234 12.501151172793008 0.4629581508134263 -0.2094664898248536 0.8612743698937451 -3.4394954463734533 -0.6534791221014129 -0.7371474669446847 0.17198444393200749 4.250944456709267
911043580092 1311868218.474491208.pcd 1311868196.969198215.pcd 0.11019877203260434 -0.040027431606189684 -0.9553328753280184 -0.29280864406043877 -4.822472000804598 0.15516358884378917 -0.2954315558036519 0.9426794028366958 -10.48153361586613 -0.9870775376920131 -0.007700204733291749 0.16005824387059248 5.236299739163261
911043580123 1311868195.936986004.pcd 1311868214.974403576.pcd 0.11835315234462643 0.26318458434142467 0.7918647048251495 0.551075461091501 5.189457444618748 -0.7301729079381232 0.5368325844087029 -0.4226799035088584 4.683816409294487 -0.6305405610095329 -0.291137537204071 0.7194842148042803 1.0282576252086022
911043580154 1311868254.316691653.pcd 1311868174.699577798.pcd 0.1310374611133617 0.0961074409332782 -0.9229844223646113 -0.37264341651171184 6.444661597920973 -0.08736965068177338 -0.38075385139103357 0.9205395422200175 1.0772945132043095 -0.9915290736720741 -0.05591297455116645 -0.11723410484939639 2.500174263078332
911043580185 1311868229.647478883.pcd 1311868168.199246988.pcd 0.11685393258426967 0.06728345940225358 -0.46347653707043013 -0.8835510373917671 10.803577576216137 -0.4549478099954134 -0.8023888524211619 0.38625719370728684 8.443854603846209 -0.8879726495063026 0.37598088926892737 -0.2648451333011502 -1.1501337346235294
911043580216 1311868214.974403576.pcd 1311868193.873184390.pcd 0.1574377040122574 -0.2836241080895614 0.6854448368024355 -0.670613704759516 10.12934510928683 -0.6577225512685729 -0.6479610410046013 -0.38411916756781733 1.7465882451121242 -0.6978240543741383 0.3321323005085714 0.6346098991472822 -6.6054820603816164
911043580247 1311868171.699418538.pcd 1311868231.143190837.pcd 0.18712428558737304 0.7720066723676675 0.4747184567635716 0.4226678183015755 7.2313142708647336 0.23748910747477547 0.40138077269063 -0.8845860043800757 4.774468382043192 -0.5895800383753127 0.783285300591225 0.19712817207867306 -1.5526002254019997
911043580278 1311868202.973442892.pcd 1311868174.699577798.pcd 0.18778276165007024 -0.6545642997138638 0.4698829356133509 -0.5922462362560675 2.5870800996788903 -0.547948438806507 0.24485766997615366 0.7998732586249898 -0.47426698664546474 0.5208628283431348 0.8480888799372549 0.09719653171364473 7.639368240163996
911043580309 1311868168.199246988.pcd 1311868209.473808517.pcd 0.11478588443853525 -0.8441502938105422 -0.4130944544876337 -0.34170638438744483 -13.57237548540689 0.2813540785186812 -0.8839204610643713 0.37352978597784364 4.241121903514244 -0.4563443480097893 0.2191747936769058 0.8623875264961841 3.3567341136284385
911043580340 1311868236.779605366.pcd 1311868254.316691653.pcd 0.20601047193399719 0.6549177953219826 0.7524031992180507 -0.07051317023815917 1.8199733359123338 -0.622167243392159 0.5898034490993003 0.5148201750906531 12.218504637444054 0.428941257773597 -0.2932939093077302 0.8543933989343511 -20.589643861519505
911043580371 1311868172.199780640.pcd 1311868243.280036840.pcd 0.2633368609948005 -0.47561836538626884 -0.29622101613571794 -0.8282754856367635 3.41833178351074 0.5101261614409237 -0.8599751589600975 0.014629606457585764 13.211805774709388 -0.7166299393137593 -0.41556688459389773 0.5601300692768418 1.5216053721200025
911043580402 1311868261.085063638.pcd 1311868187.436705812.pcd 0.24336474853122383 0.07045535127891528 -0.6192655371275143 -0.782014218542307 -10.590296399754799 0.740926998775829 0.5573852863544959 -0.37463158574866406 4.6671832192758 0.6678796493090703 -0.5530206479704778 0.4981013320169958 6.8487956134109105
