id source target overlap scale t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12
3394309160000 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.7915215693380233 0.6052863676157024 0.08439205206215492 0.7664663454833871 -0.5844611787985775 0.7900706277036762 -0.1849149364364498 6.655315405477959 -0.17860217173945522 0.0970402824527416 0.9791243270552735 1.4252837242076941
3394309160001 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.998633589702331 -0.006861351636809045 -0.05180613257088945 -0.2179117339459573 0.003017693329764577 0.997260360138617 -0.07390986147438951 0.12826686920351316 0.05217132397403779 0.07365253525787153 0.995918398768134 -0.30278536440249204
3394309160002 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.8732851337260041 0.4824337814806161 -0.06804940631238551 1.284042607056337 -0.48615487161630877 0.853668370784097 -0.18682546273609474 5.288725811323437 -0.03203928864512095 0.1962344495982769 0.9800334304369295 0.03972122813335699
3394309160003 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.8839375759378434 -0.2965773555225151 -0.3615193411650352 1.9329531278190224 0.2729424443117997 0.9550007093039019 -0.11608646485333414 -2.219141998356444 0.3796798439978471 0.00393921569807372 0.9251095603448569 -3.675347517534942
3394309160004 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9840369451741322 -0.02184361696166604 -0.17661864830870516 0.9741852441150094 -0.09570562502296223 0.7717561482259752 -0.6286754973866652 1.6567787694378473 0.15003907448170362 0.6355433140812975 0.757346005505565 -1.1621245522024048
3394309160005 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9982184944590551 -0.05940698238183088 -0.005536042285095562 -0.9765829511395427 0.05948250045610455 0.9981217705600025 0.01465480377403392 -0.6876029022302214 0.0046550466578814025 -0.014957993797657226 0.9998772869518351 -0.48863800424898063
3394309160006 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9997679916131929 0.02055319291719261 0.006444315838887543 0.3659884388295538 -0.020664777820084995 0.9996287912674079 0.01775518591588475 -0.3913815108029657 -0.006076997891162765 -0.01788423691885601 0.9998215961692671 0.37027548399246757
3394309160007 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.954650340613916 -0.2977280608860296 -0.0008537720882237174 0.5731136733354809 0.2976448614879755 0.9544440028103768 -0.021075624050290526 -2.496316929916016 0.007089682329827988 0.019865730803319045 0.9997775198233415 0.8460034807385775
3394309160008 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.8711295790705573 0.45155632588217504 0.19295113636396244 2.0261116469424767 -0.4831517394028168 0.8583774457154996 0.17248929647652655 4.646478814657478 -0.08773627060905959 -0.24348520538777174 0.9659282072581215 0.2934815990834506
3394309160009 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9284966905746096 -0.3447484979932226 -0.13799408945101466 1.256831970798915 0.3148811041430274 0.9279217623589624 -0.19952717407487422 -3.1747846418858634 0.19683441224965098 0.14180858955667755 0.9701270731622121 -2.2248233357602483
3394309160010 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9984235802644787 -0.05519213270803904 -0.010207000489758328 0.1226718573954706 0.0551199402832215 0.998453606993304 -0.0072240477043565374 -0.4064430407961514 0.010589927055169673 0.006650050315518751 0.9999218120812082 0.7875385181387717
3394309160011 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.8692037968012246 -0.42320156362550476 -0.2557052916371952 2.875033277361309 0.30810935814542073 0.8680468496452858 -0.38931130248698326 -3.2604797458966828 0.3867213247928695 0.2596056689785921 0.8849019796478169 -4.405701852916694
3394309160012 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.996817848059795 -0.06133087887043902 0.05091857309881077 0.7484866967256423 0.06276050615433605 0.9976641956335278 -0.026967973934976498 -0.5866631220615559 -0.04914566773064483 0.030077833164733836 0.9983386335785185 0.18285560739894868
3394309160013 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9986632008090811 0.05147802861772955 0.004671607795290117 0.33792492410755237 -0.05151884732480804 0.9986307072544324 0.00908399134935366 1.0542365967346212 -0.0041975850299806544 -0.009312523725834465 0.9999478272298868 -0.2617827075350265
3394309160014 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.9721975205310995 -0.2071161552460817 0.10924687322419546 0.41921393901526116 0.21900480088600047 0.9693716151722567 -0.11115560663868274 -2.1988660464313723 -0.08287869606880732 0.13199079488514065 0.9877801130836372 0.6953897175787894
3394309160015 PointCloud17.pcd PointCloud29.pcd 0.13 833.48 0.808341449106762 -0.45113293573674645 -0.3782369309698947 3.2781742190408805 0.43874305466952707 0.8900286695690842 -0.1239092382525945 -5.421456271660151 0.39254125087082586 -0.06578785327574138 0.9173785067932085 -3.283282200831361
