id source target overlap t1 t2 t3 t4 t5 t6 t7 t8 t9 t10 t11 t12
5494384560000 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9735659101635442 0.15076461482853076 -0.17157928045960122 -0.08591494598984369 -0.11254302213787304 0.9703232043302515 0.2140255762901876 0.03389388895818304 0.19875484078508363 -0.18905795422006832 0.9616410989608434 -0.1877072702042139
5494384560001 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9875336886401949 -0.13780324533660054 0.07607548472005479 0.027975997147389464 0.12904532349225428 0.985515404878927 0.11003041048321173 -0.0940913128274664 -0.09013610977555031 -0.09884155159155132 0.9910125273645659 -0.008779373135202122
5494384560002 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9933515953228925 -0.112801354357157 0.022988312784012834 -0.0030985106331289213 0.11228756371360064 0.9934201285381348 0.02253777385945399 -0.14127464113723853 -0.025379344056310617 -0.01980663198191218 0.9994816587735887 0.12343207783676712
5494384560003 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9790816633625831 -0.15701373967273458 0.1294054945554492 0.18210855709713472 0.1394261414613529 0.9809421305607133 0.1353251180239922 -0.15732121714630845 -0.1481872043880863 -0.11445183285990375 0.9823142727308061 0.0626809781166132
5494384560004 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.99582570566174 0.07323041265748872 -0.05448367283243131 0.03875700189233161 -0.0707550313885646 0.9964299167695977 0.04605590624160777 -0.032170985746039465 0.057661854605109066 -0.042008661351517027 0.9974519451557317 0.012900980506983892
5494384560005 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9817394867004459 0.06262655493673697 0.17962598606521424 -0.23133349493162175 -0.07413456244468739 0.9955555339632872 0.05807964743529709 0.04165981888325793 -0.17519031624002346 -0.07033557714151162 0.9820189711425592 -0.07692743716534639
5494384560006 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9967824104090174 -0.04328717588345716 0.06746144605049575 0.09542394479728998 0.0599359662062954 0.9613483772687343 -0.2687321668086817 -0.1908238765572956 -0.0532212951186564 0.27191086393670627 0.9608496114476432 0.016422850779535394
5494384560007 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9718248653249303 -0.0888114176619202 0.21833223131059007 0.009330078824623483 0.07584250314232192 0.9948597918431603 0.06709626882987269 -0.05919285623219916 -0.22316887294891266 -0.04864695948015275 0.9735651634482657 0.03337080706314506
5494384560008 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.8928574963116174 0.22260658591486854 -0.39147388059419297 0.10399120760365982 -0.26906035098505704 0.9607666943238038 -0.06733414145816702 0.16193845050057903 0.36112604282708294 0.16544989267278717 0.9177223513713803 -0.06331135139773424
5494384560009 PointCloud2.pcd PointCloud13.pcd 0.13151057172861025 0.9885690392023891 0.14510851368857364 -0.04092400256033722 -0.008773444465968571 -0.1429526332657352 0.9883914360162792 0.051448166654119123 -0.007197732272593248 0.04791450065332685 -0.04500987074821304 0.9978368163995412 -0.0897057640974378
